,Date,Time,AM/PM,Code,Range,Result
1648,2008-11-01,07:09,AM,2MKc8WS4,59.623430000000006,M
3884,2008-11-01,08:03,AM,jpUslNai,72.465551,H
8436,2008-11-01,11:31,AM,AR1BwM24,61.400498999999996,H
5904,2008-11-01,12:01,AM,2wAnVQcC,73.385414,M
3475,2008-11-01,12:10,AM,ZWXOR56z,69.798144,H
8113,2008-11-01,12:59,AM,wQ94kYz1,58.395753000000006,M
3863,2008-11-01,02:11,PM,YMRu6D7o,58.352458,M
8744,2008-11-01,03:18,PM,QFCF0HTX,75.649897,M
2486,2008-11-01,03:33,PM,kgEp3aEK,73.155799,M
843,2008-11-01,05:14,PM,O1lsNEVa,61.806415,M
6265,2008-11-01,05:45,PM,PTNFOXnl,72.434519,M
5344,2008-11-01,06:51,PM,vnq2tbXe,70.61590600000001,M
4140,2008-11-01,06:57,PM,vlwpBQap,96.19664499999999,M
1543,2008-11-01,09:00,PM,OSFBaKFL,56.501047,M
7253,2008-11-01,09:32,PM,trtNNZwU,50.726788,M
530,2008-11-01,10:31,PM,vS7O7esk,60.647381,M
7037,2008-11-01,12:15,PM,NT06KujE,52.099672,H
7862,2008-11-01,12:20,PM,YztQzX67,69.710654,M
8035,2008-11-01,12:41,PM,XEeBK6m8,75.686163,H
2380,2008-11-02,01:07,AM,D8RZBiAV,81.791184,H
4379,2008-11-02,02:19,AM,wW102X2d,75.039025,M
4727,2008-11-02,03:06,AM,yF3faEi9,85.432822,H
452,2008-11-02,03:44,AM,rgG5gtJh,83.360837,H
4155,2008-11-02,03:51,AM,Ue0Bz0DY,81.31010400000001,M
6993,2008-11-02,04:21,AM,fuC2qjFM,69.850594,M
9522,2008-11-02,04:32,AM,eIRfQfdC,88.421954,M
4547,2008-11-02,05:26,AM,jVOEbctM,72.66735,M
954,2008-11-02,05:40,AM,f8YK9Y3h,86.040784,M
5366,2008-11-02,05:52,AM,aiBFhFzv,69.703536,H
6872,2008-11-02,06:56,AM,dcellur9,80.43722199999999,H
8217,2008-11-02,08:00,AM,GvkW25eS,84.801952,M
4137,2008-11-02,08:47,AM,j2SJRha0,50.760373,H
8358,2008-11-02,08:54,AM,42mdnxop,74.640415,H
5597,2008-11-02,09:35,AM,6NsAct4a,61.183871999999994,M
4703,2008-11-02,10:00,AM,y1qSCua4,62.91833100000001,H
3382,2008-11-02,10:23,AM,qSpAZzkf,84.127123,M
7564,2008-11-02,10:32,AM,Vu6D08UJ,67.031165,H
368,2008-11-02,12:01,AM,cB0QUUIV,82.000109,M
3068,2008-11-02,01:10,PM,tyh3eyBH,61.965476,H
2756,2008-11-02,01:45,PM,9yRX8TAA,89.28722900000001,M
2359,2008-11-02,01:49,PM,phAGh7n3,82.952679,M
4221,2008-11-02,02:19,PM,T1uKsqeq,57.438786,M
5038,2008-11-02,02:32,PM,IXCOEz37,84.09606600000001,M
1307,2008-11-02,02:58,PM,QfLqiXpj,78.224006,M
2969,2008-11-02,03:00,PM,7RWTU9XW,54.879417000000004,M
2311,2008-11-02,03:36,PM,CyttHYmf,73.208015,H
4510,2008-11-02,04:45,PM,wbfbemnO,79.38071,H
8486,2008-11-02,05:39,PM,X7nO0y21,53.276152,M
4048,2008-11-02,05:41,PM,8pCmnfCv,70.14152800000001,M
5839,2008-11-02,09:07,PM,7yFtshGS,73.061251,M
9038,2008-11-02,10:25,PM,yLGH4d48,67.234567,H
7738,2008-11-02,10:35,PM,w3CMXqKP,82.445024,H
3480,2008-11-02,11:12,PM,ldBkHKBj,72.667335,H
4581,2008-11-03,03:49,AM,vlOALcNa,92.975897,M
7842,2008-11-03,04:03,AM,lFZ6P7wJ,71.043552,M
7107,2008-11-03,04:33,AM,7OTeDdLK,65.214479,M
7802,2008-11-03,05:09,AM,E7FSWHaE,66.513092,M
3411,2008-11-03,05:15,AM,xK5Ue6PU,67.957581,M
9406,2008-11-03,05:23,AM,2xbzMcZl,46.333566999999995,M
6318,2008-11-03,05:46,AM,O7Ogdd3k,69.84463199999999,M
206,2008-11-03,07:15,AM,fMfRoaFb,64.74449,H
5965,2008-11-03,08:09,AM,bhDZlJ7U,52.725788,H
8935,2008-11-03,08:54,AM,oBc0SA8p,79.890795,M
737,2008-11-03,10:42,AM,N8S1RIvL,82.728554,M
4314,2008-11-03,11:11,AM,fjvpMbmh,76.517476,H
898,2008-11-03,12:10,AM,F4pvyWXf,64.140336,H
1199,2008-11-03,01:00,PM,jM3qmaPZ,81.581565,M
6978,2008-11-03,03:09,PM,6ShPSNBS,74.302382,H
9383,2008-11-03,03:15,PM,3agLNY2q,57.008189,M
4012,2008-11-03,04:03,PM,ZocKBgsV,80.446761,M
6432,2008-11-03,04:24,PM,G8NPIl8C,75.901356,M
2883,2008-11-03,06:00,PM,oRNxZctn,87.81348,M
4212,2008-11-03,06:03,PM,qO8FkIxC,77.01478900000001,M
2735,2008-11-03,06:23,PM,KneW2hTt,71.800285,M
2517,2008-11-03,06:26,PM,WT5gHQyz,77.00609399999999,M
3817,2008-11-03,06:52,PM,GrgiWyNJ,67.29492900000001,H
2614,2008-11-03,06:57,PM,pa20a91Z,66.016798,M
6907,2008-11-03,07:24,PM,0LjR1E50,63.514074,M
3598,2008-11-03,07:44,PM,4j89QDH9,79.65014599999999,M
3615,2008-11-03,08:08,PM,UqGByPod,73.026976,H
2310,2008-11-03,09:48,PM,7cDfZMtI,77.040029,M
6095,2008-11-03,11:40,PM,5VxoSs6h,66.774606,M
8499,2008-11-03,11:51,PM,BsOrm3WE,83.247404,M
6539,2008-11-03,12:09,PM,tOhp83Bg,82.66680799999999,M
8825,2008-11-03,12:35,PM,74FZKzEX,87.493214,H
3378,2008-11-04,01:49,AM,P0MzmMKM,66.767049,M
6430,2008-11-04,02:08,AM,Gpj8rXyT,53.441235,M
8697,2008-11-04,02:10,AM,k2HiZJRs,91.431223,M
544,2008-11-04,02:12,AM,HUftdXYG,79.038949,M
9000,2008-11-04,03:07,AM,XvqMptvc,81.683132,M
2322,2008-11-04,03:50,AM,nS8Zsvlh,72.966821,H
1027,2008-11-04,05:20,AM,OUHL3U79,75.530007,M
1034,2008-11-04,06:20,AM,fTvq9aDr,64.233451,M
2236,2008-11-04,06:36,AM,SlflkWbP,51.161438000000004,H
1643,2008-11-04,09:03,AM,edFDt7iC,63.662549,M
100,2008-11-04,09:07,AM,g6QuqK1K,73.33906800000001,H
8332,2008-11-04,09:54,AM,wP2Kutk8,81.11998100000001,M
1037,2008-11-04,10:00,AM,g9kLCQK6,72.67399,H
485,2008-11-04,12:49,AM,UakCS07K,66.78671700000001,H
8469,2008-11-04,01:41,PM,Kzu6veIk,78.000644,M
4194,2008-11-04,01:50,PM,YtLu8A4u,87.99743199999999,M
1174,2008-11-04,02:05,PM,SJCOGxoi,72.618124,H
2299,2008-11-04,02:12,PM,5ZdWzAqZ,93.254178,M
4819,2008-11-04,02:42,PM,pOkW1qLT,79.484802,H
9577,2008-11-04,04:31,PM,tYI3QHob,77.806283,H
7206,2008-11-04,05:05,PM,BLp9jYq7,87.319222,H
8916,2008-11-04,08:00,PM,2IuCaWCV,68.698617,M
8399,2008-11-04,08:02,PM,tt16UlZc,82.261688,H
8271,2008-11-04,08:11,PM,a8TD3sxA,97.69986899999999,M
7234,2008-11-04,09:58,PM,xMlhEgvL,69.80076899999999,M
6804,2008-11-04,10:36,PM,U4qwcru8,57.977644999999995,H
8738,2008-11-04,10:40,PM,yqypA8zC,74.725936,M
6056,2008-11-04,10:55,PM,SnP2x4ZA,73.473849,H
1250,2008-11-04,11:30,PM,lHionhJH,93.113364,M
6931,2008-11-04,12:03,PM,Xbz1PL34,81.891719,H
9845,2008-11-04,12:37,PM,neazoeSb,66.814528,H
2791,2008-11-05,01:20,AM,7d2xwl1p,75.33689,M
4180,2008-11-05,02:05,AM,CrSvb395,77.891941,M
6384,2008-11-05,04:57,AM,avwzyY3h,87.215501,H
1253,2008-11-05,08:21,AM,ocQwxwoM,76.574947,M
3059,2008-11-05,08:21,AM,nmcbCoM9,70.174509,M
5985,2008-11-05,08:43,AM,Zkkp5zi1,77.046669,M
9268,2008-11-05,08:49,AM,8Cus8Rx9,65.777538,H
8407,2008-11-05,11:10,AM,inoMsiT8,78.756429,H
7586,2008-11-05,12:34,AM,fpU7krUp,62.631240000000005,M
3903,2008-11-05,01:12,PM,Ptx5wVD8,82.865229,M
7565,2008-11-05,01:15,PM,HM8Udtnp,61.927973,M
6847,2008-11-05,03:22,PM,VCr9gq7C,70.54351700000001,M
5386,2008-11-05,03:25,PM,ovfUIuBz,91.60851,M
7414,2008-11-05,03:27,PM,ZDDbl8WG,77.043031,M
7990,2008-11-05,04:24,PM,fQWsxPF2,67.34344499999999,M
6305,2008-11-05,04:33,PM,fbPleBlp,73.605489,M
4260,2008-11-05,05:07,PM,auv3HL1w,63.672532,H
2255,2008-11-05,06:52,PM,UFa1QQEb,88.642471,M
2880,2008-11-05,07:40,PM,bAG40aNs,68.210886,M
6800,2008-11-05,08:34,PM,kwG46189,70.460255,H
6340,2008-11-05,10:22,PM,GfJYv58O,69.331672,H
348,2008-11-05,11:25,PM,HOO3Te0X,84.607104,M
5116,2008-11-05,11:39,PM,1iyFenT5,87.418918,M
9359,2008-11-05,12:16,PM,tJ9zc94a,63.295384,H
7118,2008-11-05,12:25,PM,Rks4sJV7,70.884268,M
914,2008-11-06,01:18,AM,n50GWIWE,71.345969,M
8220,2008-11-06,02:04,AM,fTeAAHUv,74.516518,M
1481,2008-11-06,02:18,AM,aF7PE65k,68.60296899999999,M
9272,2008-11-06,02:23,AM,ZJBqd1NU,78.305487,H
9547,2008-11-06,02:58,AM,d2YQuJmO,76.325608,M
9133,2008-11-06,05:18,AM,1QaTUiqt,69.302329,H
6451,2008-11-06,06:12,AM,bmJvl9Av,89.06018399999999,H
1583,2008-11-06,06:58,AM,Lgk5OxBd,61.198885,M
8580,2008-11-06,07:32,AM,TK7LbKGw,87.852434,M
6422,2008-11-06,07:33,AM,GJTsgE4q,72.16865,M
923,2008-11-06,08:32,AM,W2enX2lg,78.865616,H
263,2008-11-06,09:40,AM,glUaRbb7,67.973963,M
4070,2008-11-06,12:46,AM,cswtiBZq,74.784867,M
8161,2008-11-06,01:45,PM,DmPVywM1,60.10879,M
6886,2008-11-06,01:59,PM,tv0DRjZe,65.221289,H
8119,2008-11-06,02:39,PM,PxjETeHU,70.103502,M
2024,2008-11-06,03:08,PM,qTS1gYKb,75.389219,M
5844,2008-11-06,03:38,PM,pYO0T08i,73.919785,H
2803,2008-11-06,05:55,PM,oG7i6mmz,47.544967,M
9214,2008-11-06,08:20,PM,eMGiRvoW,58.900985,M
6018,2008-11-06,09:14,PM,GViQowPl,61.091264,M
6190,2008-11-06,09:24,PM,x2RBrPgy,90.537195,H
7033,2008-11-06,11:02,PM,KyOQhKIn,80.382601,H
93,2008-11-06,11:36,PM,f8vV22au,95.97255,M
3658,2008-11-06,11:48,PM,GqoDQwgo,71.01599,H
6626,2008-11-06,12:09,PM,6liGaJ4P,73.763915,M
4065,2008-11-06,12:10,PM,ACibE4qL,59.777949,M
6232,2008-11-07,02:00,AM,7HTEIskD,68.680805,M
3085,2008-11-07,03:21,AM,It0a7iFo,58.519707999999994,M
7115,2008-11-07,03:58,AM,c971eDz6,90.456303,H
8009,2008-11-07,04:27,AM,O5rJgDAG,63.470889,M
1505,2008-11-07,04:28,AM,5VKAcRTc,69.66235999999999,M
582,2008-11-07,04:53,AM,Vepv6jYl,76.606959,M
7575,2008-11-07,06:07,AM,YySWwB57,69.732456,M
7245,2008-11-07,06:21,AM,GFBL1MtQ,67.05865,M
9550,2008-11-07,06:26,AM,pW9Keove,81.959144,M
6175,2008-11-07,06:35,AM,UEiAE9KW,63.63472900000001,M
8015,2008-11-07,07:38,AM,94Em9awY,65.78568100000001,H
3527,2008-11-07,08:28,AM,FQVS6BFu,81.098902,H
4014,2008-11-07,08:34,AM,Vs9fR93G,82.524837,M
3215,2008-11-07,08:40,AM,1ketJmID,46.582864,M
5349,2008-11-07,08:41,AM,UhzPzrBw,82.66596899999999,M
7684,2008-11-07,09:07,AM,FEodDGiK,77.38586600000001,H
6021,2008-11-07,09:52,AM,gkcs0Dgg,79.11745400000001,M
129,2008-11-07,10:48,AM,qdk7u26M,88.34266099999999,M
731,2008-11-07,10:56,AM,egXQD59D,79.501529,H
2159,2008-11-07,11:28,AM,JwkavsTZ,56.97023299999999,M
2859,2008-11-07,12:06,AM,8IYuL79O,63.24939200000001,H
9958,2008-11-07,12:11,AM,AOzqeyRZ,57.153617000000004,H
7776,2008-11-07,02:58,PM,m4e82HRY,68.19272099999999,H
6628,2008-11-07,04:05,PM,ANUBOyFz,81.188443,M
9729,2008-11-07,04:05,PM,AKdf40cv,59.416579000000006,M
7659,2008-11-07,04:13,PM,ct49KlvO,89.45170300000001,H
2422,2008-11-07,04:40,PM,tsFbTi9U,58.101354,M
379,2008-11-07,05:45,PM,aeRluN47,69.65729300000001,H
2774,2008-11-07,05:56,PM,PXfWS31o,77.81304899999999,M
4879,2008-11-07,06:34,PM,Q1ZIK0I8,99.574264,M
6158,2008-11-07,06:50,PM,ysnZtEiG,54.476561,M
1992,2008-11-07,06:54,PM,eVCIIOZ9,90.480437,M
5586,2008-11-07,06:54,PM,smJeFYzp,69.27841,M
8760,2008-11-07,07:31,PM,ISq6Gwlb,79.886554,M
5671,2008-11-07,08:00,PM,LwVWjlbW,73.60240300000001,H
9833,2008-11-07,10:38,PM,a9K585GH,81.42494,H
7263,2008-11-07,12:52,PM,rci0qaVT,73.12559399999999,M
2504,2008-11-08,01:18,AM,T6JaSKWH,65.50904200000001,H
6,2008-11-08,02:49,AM,AxdrrOgi,55.470707999999995,H
3336,2008-11-08,04:20,AM,5mlQDFC8,78.57993499999999,H
9985,2008-11-08,05:55,AM,kxSdciOc,92.10270600000001,M
6527,2008-11-08,06:06,AM,c9NSYqol,69.166103,M
9913,2008-11-08,06:50,AM,3tihMYmM,63.726153000000004,M
3271,2008-11-08,07:29,AM,EhR9ymfp,80.92102299999999,M
8593,2008-11-08,09:46,AM,xqfRRXSB,78.424335,M
8252,2008-11-08,11:10,AM,wK1VtciO,48.881190000000004,M
2052,2008-11-08,11:15,AM,jIDpXoxM,51.461764,M
7603,2008-11-08,11:53,AM,MYqfOVgB,62.328495,M
850,2008-11-08,12:54,AM,ugyAdWVo,79.790959,M
9796,2008-11-08,01:13,PM,KfQMCnfr,85.50253000000001,M
1717,2008-11-08,01:33,PM,vDBMsmw8,81.737145,M
5298,2008-11-08,02:26,PM,dUzELBWT,93.054869,M
8619,2008-11-08,04:31,PM,lN407c5P,77.297919,M
5738,2008-11-08,06:14,PM,fRQAr0TY,90.624076,M
6343,2008-11-08,06:27,PM,JbBpfpv6,69.94922199999999,M
8864,2008-11-08,07:28,PM,QKeOKbvU,80.667556,M
1448,2008-11-08,07:31,PM,iny20Pon,102.448899,M
227,2008-11-08,08:18,PM,wVaYD8QP,58.34166999999999,M
4744,2008-11-08,09:28,PM,n9cVr7zn,67.217523,H
7501,2008-11-08,09:37,PM,8JQRU0RX,71.987721,M
5238,2008-11-08,10:49,PM,nGvwlA5Z,72.31039200000001,H
1301,2008-11-08,12:21,PM,rzvxUT2t,62.237993,M
8761,2008-11-09,01:21,AM,4qkcV7Yt,73.31300300000001,M
1052,2008-11-09,02:17,AM,C8IW8zQ5,82.166628,H
4525,2008-11-09,03:31,AM,CH5pd2N0,84.647405,M
9997,2008-11-09,03:42,AM,rIUsc8sS,80.643477,H
1995,2008-11-09,03:50,AM,cOnhQpGF,87.381286,M
8666,2008-11-09,04:27,AM,eYjmrwhj,65.24977700000001,H
6238,2008-11-09,04:44,AM,p5Jw1FXJ,69.793441,M
9423,2008-11-09,05:27,AM,6VxHRJ1m,75.57881,H
6667,2008-11-09,06:50,AM,GKUbDiyN,80.840837,H
6184,2008-11-09,08:51,AM,ILmelIzT,69.089652,H
546,2008-11-09,09:07,AM,iFOnjjUb,64.116466,M
8077,2008-11-09,09:07,AM,TBZKyTCf,46.910804999999996,M
796,2008-11-09,09:55,AM,GrqTmt2O,58.813148999999996,M
4684,2008-11-09,10:25,AM,gNbiCaXa,91.442616,M
2699,2008-11-09,11:19,AM,9UIsLegC,69.07713199999999,M
1416,2008-11-09,11:42,AM,ZIUjjAGm,84.328989,M
7989,2008-11-09,12:31,AM,pQjuJ6sE,66.503097,H
6582,2008-11-09,01:47,PM,EIYg9vhP,76.580309,M
6268,2008-11-09,03:33,PM,9FsrcI5X,60.362913,M
1560,2008-11-09,05:55,PM,UJuAFB8q,76.376233,M
8109,2008-11-09,06:10,PM,LxWlnzHu,68.960246,H
9863,2008-11-09,07:39,PM,N7mlI4dE,69.363651,H
8694,2008-11-09,07:50,PM,AmfzDFwL,75.20313900000001,M
4923,2008-11-09,08:06,PM,6envusaG,70.61946800000001,H
5968,2008-11-09,08:16,PM,dHB8utHu,62.94815500000001,M
2728,2008-11-09,09:14,PM,p1nRn5JV,78.912834,M
9177,2008-11-09,10:07,PM,nrlt9Rws,66.37896500000001,H
8710,2008-11-09,10:33,PM,2QEqaJ18,60.281426,H
7735,2008-11-09,11:33,PM,YdgPoQYv,60.716519999999996,H
2435,2008-11-09,11:34,PM,rUrkY7Z6,93.773646,M
1241,2008-11-09,12:12,PM,daa8jEAp,71.149313,M
5912,2008-11-09,12:31,PM,bb5OEMoj,75.86806999999999,M
4776,2008-11-09,12:40,PM,SKT8G36k,62.59244399999999,M
5343,2008-11-09,12:40,PM,SHbd9nBD,85.190107,M
6610,2008-11-10,02:07,AM,935diAZr,97.38323100000001,M
2472,2008-11-10,02:33,AM,n03EFPII,75.266001,M
9553,2008-11-10,02:35,AM,VAoFEeJz,76.704797,M
5037,2008-11-10,02:40,AM,YlthwIAM,59.510515000000005,M
934,2008-11-10,05:58,AM,TDMl1j6G,85.837756,M
9489,2008-11-10,06:13,AM,Q0FGejsX,85.23729499999999,M
7334,2008-11-10,08:40,AM,AIbPorMc,66.818201,H
9970,2008-11-10,10:06,AM,YWZVjZr8,79.57968000000001,M
7456,2008-11-10,11:15,AM,lNZJRqWZ,81.136071,M
1175,2008-11-10,11:44,AM,0GriXwTx,96.87339899999999,H
4619,2008-11-10,12:19,AM,Q5k55RcX,78.74294,H
5179,2008-11-10,12:25,AM,6a3dvFp6,76.068205,M
7302,2008-11-10,02:45,PM,QI6EwRKE,89.569925,M
5404,2008-11-10,03:09,PM,Cumjsjyx,73.92027399999999,M
9743,2008-11-10,03:38,PM,VoLNwpGM,55.936693000000005,M
6503,2008-11-10,04:00,PM,2hxEN4l0,70.85198199999999,M
3937,2008-11-10,04:09,PM,qG9qK4ZX,86.35418299999999,H
9282,2008-11-10,04:29,PM,HbCal4gL,52.157996000000004,H
9906,2008-11-10,05:30,PM,LsSlB4GI,74.426428,M
6675,2008-11-10,05:59,PM,kM5krlIn,65.954534,M
7548,2008-11-10,06:39,PM,3vvxMEVN,57.75629300000001,M
5338,2008-11-10,08:36,PM,4ex6wldm,83.689246,H
8888,2008-11-10,10:16,PM,beBD1qgx,80.21001700000001,M
1812,2008-11-10,10:32,PM,4KiNwHGK,81.158271,M
2956,2008-11-10,11:37,PM,l30UBQws,90.80715,M
3896,2008-11-10,12:52,PM,txCz94w6,63.33365500000001,M
1389,2008-11-11,02:49,AM,JNQqkxUD,62.408122999999996,H
2912,2008-11-11,02:55,AM,dM9T3BWj,73.380664,M
8808,2008-11-11,03:08,AM,UjYb1r52,81.865401,M
7932,2008-11-11,04:33,AM,eiAFMB8R,80.306463,M
4247,2008-11-11,05:05,AM,FsiRl1D4,66.15344,H
2187,2008-11-11,05:40,AM,kAcCPGVh,83.764711,M
9090,2008-11-11,07:21,AM,5B2i7coY,88.092268,M
6783,2008-11-11,08:43,AM,Qi9wwNQJ,69.292939,M
8813,2008-11-11,09:14,AM,thmf7hFu,68.04175,M
6627,2008-11-11,09:19,AM,VT7LyVdU,57.811038,H
9849,2008-11-11,09:37,AM,cxM2qS1G,67.639951,M
5039,2008-11-11,09:40,AM,F75Z013B,58.3976,M
3175,2008-11-11,11:02,AM,nz5sBakc,81.590688,M
7287,2008-11-11,11:08,AM,VF7xrqKx,66.372002,M
9409,2008-11-11,11:33,AM,oyBWqRvx,70.61171800000001,M
9193,2008-11-11,12:14,AM,C2Cm88Tk,62.088593,M
2646,2008-11-11,12:44,AM,KBRNeBax,60.564699,M
1370,2008-11-11,01:14,PM,mgStkgSl,71.46194200000001,M
9239,2008-11-11,01:28,PM,389JG2KR,58.896606999999996,H
2534,2008-11-11,03:27,PM,KZFESHN8,64.981709,M
9701,2008-11-11,03:34,PM,cwZLC9zz,66.037649,H
5445,2008-11-11,05:35,PM,Jx4b8Bk1,72.193249,H
3253,2008-11-11,06:32,PM,AVfUyrxC,77.53972399999999,M
9174,2008-11-11,06:41,PM,rpK4yE7i,83.158349,H
3653,2008-11-11,07:30,PM,DFCBCa4j,64.681632,H
4952,2008-11-11,09:06,PM,yLGJdpUV,57.092374,M
8860,2008-11-11,09:13,PM,tMqrTxLg,60.511813000000004,M
6001,2008-11-11,09:17,PM,2LicmU07,81.484935,M
1440,2008-11-11,09:53,PM,dDyskMFt,77.31681999999999,M
4110,2008-11-11,10:46,PM,nDRtfziF,66.146336,M
4956,2008-11-11,11:13,PM,1hezTKmD,71.94412,H
6520,2008-11-11,11:32,PM,xmEQALiV,71.242132,M
6650,2008-11-11,11:38,PM,BTxRnvg0,57.621951,H
9799,2008-11-11,12:53,PM,IDl8FuH3,77.47038,H
4982,2008-11-12,01:13,AM,4lMlrAOO,101.27775600000001,M
1331,2008-11-12,01:46,AM,jYkdUG5r,69.559267,M
1012,2008-11-12,02:10,AM,VNHWoId2,61.372636,H
3814,2008-11-12,02:21,AM,mvL8uFTA,76.940335,M
2580,2008-11-12,02:28,AM,g1HQhkmy,86.721594,M
4246,2008-11-12,04:17,AM,c4TmwtHR,60.591985,M
7868,2008-11-12,04:33,AM,vCypFcmi,70.1008,M
7676,2008-11-12,04:44,AM,EYht78DC,40.655001,M
4975,2008-11-12,05:48,AM,uoxR0TV5,77.895797,M
604,2008-11-12,06:23,AM,A9ULQrTp,62.923727,M
60,2008-11-12,08:18,AM,P1vKQWFl,75.851422,M
8771,2008-11-12,11:35,AM,jSsuxY6G,70.187444,M
190,2008-11-12,12:06,AM,T3MVjh0a,92.638722,M
4241,2008-11-12,02:32,PM,oUr6zir1,48.057138,M
5816,2008-11-12,02:58,PM,jeNY5IpP,53.29223399999999,M
3391,2008-11-12,04:08,PM,d3yf8rGV,65.08235,M
1485,2008-11-12,04:12,PM,iuXttHIm,77.461999,H
1281,2008-11-12,04:14,PM,hQS6aptV,67.242626,H
7882,2008-11-12,04:56,PM,FVEq3LGz,82.277357,M
2816,2008-11-12,05:02,PM,dDczJGY8,66.344801,H
6632,2008-11-12,07:52,PM,OCTWVCt5,82.994938,M
8551,2008-11-12,08:06,PM,yy5rB7mX,57.365978000000005,H
8788,2008-11-12,10:56,PM,LgDFOb7N,70.17828,H
4851,2008-11-13,01:16,AM,5CppJ111,66.873417,M
5944,2008-11-13,02:13,AM,a9so01d1,98.531972,M
2652,2008-11-13,02:50,AM,J8q9NLc0,90.454127,H
6758,2008-11-13,02:50,AM,vjxQQ2dz,85.06074699999999,H
9578,2008-11-13,03:41,AM,JLTfoxhY,56.315191000000006,M
9388,2008-11-13,03:49,AM,Xa9Z77QR,63.953247,H
4420,2008-11-13,04:25,AM,GyQf3Ozi,62.257971,M
6604,2008-11-13,05:08,AM,FInJW1ts,50.809096000000004,M
8491,2008-11-13,06:52,AM,lnTfVuPB,77.263041,M
7246,2008-11-13,08:39,AM,WoFV9L6j,63.477715,M
834,2008-11-13,11:42,AM,6rQKlMqe,67.09631999999999,M
274,2008-11-13,05:41,PM,4LBkLkyk,77.824534,H
584,2008-11-13,05:43,PM,wEeDGLBc,80.301626,M
6805,2008-11-13,05:51,PM,juw206TL,77.291876,M
1636,2008-11-13,06:20,PM,UIjysB9J,80.711732,M
7001,2008-11-13,06:43,PM,YfvbpDzZ,81.8955,M
7984,2008-11-13,06:51,PM,7P5Gn9k8,95.460984,M
7387,2008-11-13,06:52,PM,K6Tl764g,88.927177,M
5508,2008-11-13,07:13,PM,fpBhI1KZ,71.33548499999999,M
4630,2008-11-13,07:37,PM,DpfkSE5N,69.404783,H
6417,2008-11-13,09:41,PM,2UtEnXZb,78.316418,H
3265,2008-11-13,09:46,PM,8Vg2EPo7,45.623233,M
7243,2008-11-13,09:48,PM,Hs2d1SHc,82.33331,H
4723,2008-11-13,10:25,PM,rp4M4Q5b,63.704592000000005,M
1843,2008-11-13,11:28,PM,kijTuspj,59.764553,H
5631,2008-11-13,12:41,PM,I4yspjQ6,84.800117,M
2401,2008-11-13,12:52,PM,uRuEBBxV,75.085735,H
1025,2008-11-14,04:20,AM,JtuXrd25,52.148785,M
7770,2008-11-14,05:38,AM,eVUyTA6t,66.343056,M
6712,2008-11-14,07:17,AM,5GPS6hVb,66.58294599999999,H
8343,2008-11-14,08:59,AM,cHgivpGp,76.525508,M
8866,2008-11-14,09:30,AM,AHPWwrMF,60.117901,H
6079,2008-11-14,10:50,AM,7fKZYkF8,60.381754,M
82,2008-11-14,11:10,AM,c8N55LYa,64.07521700000001,H
4666,2008-11-14,11:28,AM,D3AciJAQ,82.20379,M
4669,2008-11-14,12:21,AM,3EUPzXse,66.897038,H
2853,2008-11-14,12:35,AM,GZRV1ypU,87.352859,M
7925,2008-11-14,02:21,PM,YUfQN6Ry,75.450793,M
6067,2008-11-14,02:38,PM,4XWXJTOJ,57.328053000000004,M
4096,2008-11-14,03:04,PM,my6j9KSd,70.66577,M
454,2008-11-14,05:20,PM,8aaQKsL7,56.720572,H
9163,2008-11-14,05:26,PM,jvBhko22,62.988712,M
7517,2008-11-14,05:34,PM,9aUzNEwE,66.864645,M
7489,2008-11-14,06:14,PM,YxXBrxsQ,85.0764,H
3570,2008-11-14,07:54,PM,4xEd1rCR,57.894164,M
315,2008-11-14,08:07,PM,rHweSiRl,58.149628,H
9432,2008-11-14,10:00,PM,uAw49MwY,67.044041,M
64,2008-11-14,11:51,PM,DNfE1cDM,65.280082,M
5770,2008-11-14,12:47,PM,3dhyXNE4,75.252123,H
4151,2008-11-15,01:02,AM,esOJFDbN,55.16806700000001,H
417,2008-11-15,02:10,AM,VNXvcSlb,69.653188,H
1796,2008-11-15,02:21,AM,sNR0mGgZ,75.858241,M
305,2008-11-15,04:21,AM,YCLm5bv8,86.01522299999999,M
9872,2008-11-15,04:21,AM,UjNC5hVn,78.029089,M
6266,2008-11-15,04:28,AM,RYLaSNvA,69.89064300000001,H
4476,2008-11-15,05:18,AM,BzFiUxFw,71.524338,M
4235,2008-11-15,06:00,AM,GaHzsLac,82.37333100000001,M
8853,2008-11-15,06:03,AM,BbgX2vrL,83.435477,M
699,2008-11-15,07:58,AM,Xh8hyEXA,55.649603000000006,H
107,2008-11-15,08:18,AM,1zm7OQPt,72.197891,M
7100,2008-11-15,08:44,AM,W7MOTtLC,88.797081,M
3040,2008-11-15,11:11,AM,NzRiX35M,69.11641800000001,M
7712,2008-11-15,11:14,AM,Rtobu1Kt,79.74551600000001,H
1511,2008-11-15,12:55,AM,JyYvwrPe,68.525509,M
9599,2008-11-15,03:11,PM,wARVDhzW,81.751533,M
6450,2008-11-15,04:21,PM,WefeIGDQ,55.180812,M
714,2008-11-15,04:44,PM,nL0fiLLp,68.247351,M
743,2008-11-15,04:55,PM,Ua4VABOU,76.365325,H
5995,2008-11-15,06:23,PM,VV9K9d1D,84.538113,M
4625,2008-11-15,07:02,PM,WFwebCqF,72.385498,M
7912,2008-11-15,07:16,PM,OYt6RLcZ,79.05689100000001,M
